id,game_no,game_name,game_code,type,cost_price,tax,sale_price,date_of_sale
236,58,GAME 58ZZZZZZZZZZZZZ,G58ZZ,1,60.83,5.47,73.00,2024-04-21 21:07:09
237,49,GAME 49ZZZZZZZZZZZZZ,G49ZZ,1,92.41,8.32,110.89,2024-04-09 16:35:41
238,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,1,98.75,8.89,118.50,2024-04-27 03:44:19
239,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,2,91.59,8.24,109.91,2024-04-09 06:48:48
240,57,GAME 57ZZZZZZZZZZZZZ,G57ZZ,1,0.92,0.08,1.10,2024-04-24 20:52:59
241,44,GAME 44ZZZZZZZZZZZZZ,G44ZZ,1,60.09,5.41,72.11,2024-04-17 15:09:01
242,3,GAME 3ZZZZZZZZZZZZZZ,G3ZZZ,1,93.63,8.43,112.36,2024-04-17 13:49:16
243,74,GAME 74ZZZZZZZZZZZZZ,G74ZZ,2,99.47,8.95,119.36,2024-04-14 16:46:40
244,6,GAME 6ZZZZZZZZZZZZZZ,G6ZZZ,1,16.74,1.51,20.09,2024-04-21 22:34:53
245,74,GAME 74ZZZZZZZZZZZZZ,G74ZZ,2,56.39,5.08,67.67,2024-04-12 17:07:28
246,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,1,64.75,5.83,77.70,2024-04-13 04:21:50
247,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,2,6.80,0.61,8.16,2024-04-25 14:37:30
248,17,GAME 17ZZZZZZZZZZZZZ,G17ZZ,2,50.82,4.57,60.98,2024-04-13 13:05:20
249,7,GAME 7ZZZZZZZZZZZZZZ,G7ZZZ,2,23.73,2.14,28.48,2024-04-11 07:00:25
250,4,GAME 4ZZZZZZZZZZZZZZ,G4ZZZ,2,14.07,1.27,16.88,2024-04-07 10:39:46
251,44,GAME 44ZZZZZZZZZZZZZ,G44ZZ,1,21.65,1.95,25.98,2024-04-12 05:10:29
252,99,GAME 99ZZZZZZZZZZZZZ,G99ZZ,1,61.56,5.54,73.87,2024-04-18 10:43:58
253,42,GAME 42ZZZZZZZZZZZZZ,G42ZZ,2,44.54,4.01,53.45,2024-04-21 21:03:01
254,47,GAME 47ZZZZZZZZZZZZZ,G47ZZ,2,30.09,2.71,36.11,2024-04-17 00:12:19
255,50,GAME 50ZZZZZZZZZZZZZ,G50ZZ,1,15.30,1.38,18.36,2024-04-30 11:46:14
256,33,GAME 33ZZZZZZZZZZZZZ,G33ZZ,1,50.73,4.57,60.88,2024-04-27 18:10:02
257,57,GAME 57ZZZZZZZZZZZZZ,G57ZZ,1,24.03,2.16,28.84,2024-04-26 07:48:35
258,58,GAME 58ZZZZZZZZZZZZZ,G58ZZ,1,67.63,6.09,81.16,2024-04-13 12:17:38
259,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,1,33.74,3.04,40.49,2024-04-24 17:01:28
260,54,GAME 54ZZZZZZZZZZZZZ,G54ZZ,1,80.21,7.22,96.25,2024-04-16 16:24:22
261,60,GAME 60ZZZZZZZZZZZZZ,G60ZZ,1,80.17,7.22,96.20,2024-04-07 13:13:30
262,71,GAME 71ZZZZZZZZZZZZZ,G71ZZ,1,57.67,5.19,69.20,2024-04-06 01:18:26
263,79,GAME 79ZZZZZZZZZZZZZ,G79ZZ,1,39.32,3.54,47.18,2024-04-11 06:15:30
264,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,1,91.78,8.26,110.14,2024-04-16 10:52:47
265,50,GAME 50ZZZZZZZZZZZZZ,G50ZZ,1,11.80,1.06,14.16,2024-04-12 05:11:02
266,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,2,69.03,6.21,82.84,2024-04-15 17:58:08
267,25,GAME 25ZZZZZZZZZZZZZ,G25ZZ,1,99.94,8.99,119.93,2024-04-29 08:02:01
268,40,GAME 40ZZZZZZZZZZZZZ,G40ZZ,2,27.46,2.47,32.95,2024-04-07 19:46:24
269,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,2,32.67,2.94,39.20,2024-04-04 00:47:09
270,58,GAME 58ZZZZZZZZZZZZZ,G58ZZ,2,24.99,2.25,29.99,2024-04-23 13:08:31
271,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,2,70.90,6.38,85.08,2024-04-15 19:10:56
272,59,GAME 59ZZZZZZZZZZZZZ,G59ZZ,2,52.55,4.73,63.06,2024-04-25 15:47:21
273,32,GAME 32ZZZZZZZZZZZZZ,G32ZZ,2,23.36,2.10,28.03,2024-04-27 01:16:46
274,57,GAME 57ZZZZZZZZZZZZZ,G57ZZ,2,32.11,2.89,38.53,2024-04-26 08:17:47
275,54,GAME 54ZZZZZZZZZZZZZ,G54ZZ,1,39.43,3.55,47.32,2024-04-14 20:15:08
276,23,GAME 23ZZZZZZZZZZZZZ,G23ZZ,1,11.18,1.01,13.42,2024-04-21 02:52:22
277,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,1,63.13,5.68,75.76,2024-04-18 14:55:18
278,18,GAME 18ZZZZZZZZZZZZZ,G18ZZ,1,3.52,0.32,4.22,2024-04-14 05:57:01
279,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,2,23.17,2.09,27.80,2024-04-27 19:19:02
280,36,GAME 36ZZZZZZZZZZZZZ,G36ZZ,2,92.46,8.32,110.95,2024-04-14 05:19:43
281,51,GAME 51ZZZZZZZZZZZZZ,G51ZZ,2,61.72,5.55,74.06,2024-04-18 12:45:46
282,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,2,56.56,5.09,67.87,2024-04-03 20:00:58
283,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,2,32.74,2.95,39.29,2024-04-04 23:35:59
284,85,GAME 85ZZZZZZZZZZZZZ,G85ZZ,1,56.72,5.10,68.06,2024-04-14 16:08:27
285,33,GAME 33ZZZZZZZZZZZZZ,G33ZZ,2,15.28,1.38,18.34,2024-04-24 08:38:12
286,43,GAME 43ZZZZZZZZZZZZZ,G43ZZ,2,33.90,3.05,40.68,2024-04-28 06:07:38
287,55,GAME 55ZZZZZZZZZZZZZ,G55ZZ,2,23.59,2.12,28.31,2024-04-19 05:22:31
288,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,1,63.53,5.72,76.24,2024-04-23 06:12:52
289,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,2,61.92,5.57,74.30,2024-04-12 22:23:42
290,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,1,38.27,3.44,45.92,2024-04-05 01:40:01
291,5,GAME 5ZZZZZZZZZZZZZZ,G5ZZZ,2,74.50,6.71,89.40,2024-04-10 13:09:06
292,17,GAME 17ZZZZZZZZZZZZZ,G17ZZ,2,58.09,5.23,69.71,2024-04-29 08:37:40
293,96,GAME 96ZZZZZZZZZZZZZ,G96ZZ,1,10.61,0.95,12.73,2024-04-04 10:41:27
294,9,GAME 9ZZZZZZZZZZZZZZ,G9ZZZ,1,83.93,7.55,100.72,2024-04-06 20:20:44
295,40,GAME 40ZZZZZZZZZZZZZ,G40ZZ,2,39.51,3.56,47.41,2024-04-22 05:06:56
296,22,GAME 22ZZZZZZZZZZZZZ,G22ZZ,1,8.77,0.79,10.52,2024-04-02 13:53:31
297,32,GAME 32ZZZZZZZZZZZZZ,G32ZZ,1,62.00,5.58,74.40,2024-04-08 20:23:06
298,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,1,53.07,4.78,63.68,2024-04-07 18:50:13
299,85,GAME 85ZZZZZZZZZZZZZ,G85ZZ,2,25.53,2.30,30.64,2024-04-11 05:22:17
300,44,GAME 44ZZZZZZZZZZZZZ,G44ZZ,2,46.97,4.23,56.36,2024-04-17 23:35:37
301,20,GAME 20ZZZZZZZZZZZZZ,G20ZZ,1,31.77,2.86,38.12,2024-04-23 19:54:39
302,67,GAME 67ZZZZZZZZZZZZZ,G67ZZ,1,1.66,0.15,1.99,2024-04-11 19:06:03
303,71,GAME 71ZZZZZZZZZZZZZ,G71ZZ,1,51.20,4.61,61.44,2024-04-10 12:29:51
304,9,GAME 9ZZZZZZZZZZZZZZ,G9ZZZ,2,40.72,3.66,48.86,2024-04-14 22:41:52
305,44,GAME 44ZZZZZZZZZZZZZ,G44ZZ,1,25.96,2.34,31.15,2024-04-19 21:42:13
306,38,GAME 38ZZZZZZZZZZZZZ,G38ZZ,2,88.40,7.96,106.08,2024-04-13 21:40:37
307,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,1,41.88,3.77,50.26,2024-04-15 20:28:36
308,32,GAME 32ZZZZZZZZZZZZZ,G32ZZ,2,35.29,3.18,42.35,2024-04-29 05:09:49
309,38,GAME 38ZZZZZZZZZZZZZ,G38ZZ,2,3.05,0.27,3.66,2024-04-11 00:03:27
310,45,GAME 45ZZZZZZZZZZZZZ,G45ZZ,1,0.48,0.04,0.58,2024-04-27 02:22:03
311,45,GAME 45ZZZZZZZZZZZZZ,G45ZZ,2,12.55,1.13,15.06,2024-04-17 16:03:22
312,8,GAME 8ZZZZZZZZZZZZZZ,G8ZZZ,2,18.31,1.65,21.97,2024-04-16 11:26:07
313,23,GAME 23ZZZZZZZZZZZZZ,G23ZZ,2,90.42,8.14,108.50,2024-04-28 05:32:59
314,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,2,22.45,2.02,26.94,2024-04-01 07:22:09
315,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,2,83.56,7.52,100.27,2024-04-17 06:07:30
316,22,GAME 22ZZZZZZZZZZZZZ,G22ZZ,2,12.30,1.11,14.76,2024-04-23 09:44:24
317,8,GAME 8ZZZZZZZZZZZZZZ,G8ZZZ,1,2.17,0.20,2.60,2024-04-20 11:25:56
318,2,GAME 2ZZZZZZZZZZZZZZ,G2ZZZ,2,38.59,3.47,46.31,2024-04-29 14:03:09
319,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,1,64.82,5.83,77.78,2024-04-26 19:41:48
320,50,GAME 50ZZZZZZZZZZZZZ,G50ZZ,2,65.60,5.90,78.72,2024-04-09 00:02:22
321,89,GAME 89ZZZZZZZZZZZZZ,G89ZZ,2,31.19,2.81,37.43,2024-04-07 23:08:58
322,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,1,75.54,6.80,90.65,2024-04-19 06:14:14
323,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,1,30.82,2.77,36.98,2024-04-25 05:36:44
324,65,GAME 65ZZZZZZZZZZZZZ,G65ZZ,1,1.96,0.18,2.35,2024-04-14 19:50:43
325,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,2,62.17,5.60,74.60,2024-04-13 23:25:14
326,42,GAME 42ZZZZZZZZZZZZZ,G42ZZ,1,79.61,7.16,95.53,2024-04-12 07:56:04
327,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,2,93.53,8.42,112.24,2024-04-14 17:05:25
328,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,1,0.57,0.05,0.68,2024-04-17 17:01:33
329,89,GAME 89ZZZZZZZZZZZZZ,G89ZZ,1,71.47,6.43,85.76,2024-04-05 12:04:56
330,74,GAME 74ZZZZZZZZZZZZZ,G74ZZ,2,83.21,7.49,99.85,2024-04-10 04:11:17
331,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,2,60.48,5.44,72.58,2024-04-08 21:45:46
332,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,1,11.57,1.04,13.88,2024-04-12 10:05:52
333,62,GAME 62ZZZZZZZZZZZZZ,G62ZZ,2,47.45,4.27,56.94,2024-04-05 20:08:52
334,55,GAME 55ZZZZZZZZZZZZZ,G55ZZ,2,46.78,4.21,56.14,2024-04-12 07:46:28
335,93,GAME 93ZZZZZZZZZZZZZ,G93ZZ,1,43.81,3.94,52.57,2024-04-29 12:51:31
336,85,GAME 85ZZZZZZZZZZZZZ,G85ZZ,1,67.44,6.07,80.93,2024-04-14 21:24:35
337,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,2,78.01,7.02,93.61,2024-04-30 19:19:09
338,34,GAME 34ZZZZZZZZZZZZZ,G34ZZ,1,65.68,5.91,78.82,2024-04-27 22:09:51
339,96,GAME 96ZZZZZZZZZZZZZ,G96ZZ,1,60.30,5.43,72.36,2024-04-06 23:42:21
340,39,GAME 39ZZZZZZZZZZZZZ,G39ZZ,2,27.36,2.46,32.83,2024-04-18 14:59:47
341,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,2,12.99,1.17,15.59,2024-04-15 15:26:34
342,31,GAME 31ZZZZZZZZZZZZZ,G31ZZ,1,7.66,0.69,9.19,2024-04-21 08:17:24
343,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,2,34.35,3.09,41.22,2024-04-10 03:44:20
344,17,GAME 17ZZZZZZZZZZZZZ,G17ZZ,1,90.91,8.18,109.09,2024-04-08 02:46:58
345,10,GAME 10ZZZZZZZZZZZZZ,G10ZZ,1,16.83,1.51,20.20,2024-04-01 11:09:38
346,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,1,93.29,8.40,111.95,2024-04-30 09:18:28
347,44,GAME 44ZZZZZZZZZZZZZ,G44ZZ,1,83.93,7.55,100.72,2024-04-12 03:43:25
348,33,GAME 33ZZZZZZZZZZZZZ,G33ZZ,1,38.11,3.43,45.73,2024-04-23 08:12:33
349,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,2,80.63,7.26,96.76,2024-04-28 13:17:47
350,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,1,51.42,4.63,61.70,2024-04-26 11:40:27
351,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,2,35.34,3.18,42.41,2024-04-21 12:54:36
352,38,GAME 38ZZZZZZZZZZZZZ,G38ZZ,1,95.49,8.59,114.59,2024-04-08 15:13:55
353,50,GAME 50ZZZZZZZZZZZZZ,G50ZZ,1,64.89,5.84,77.87,2024-04-18 20:15:22
354,66,GAME 66ZZZZZZZZZZZZZ,G66ZZ,2,72.52,6.53,87.02,2024-04-21 10:30:34
355,60,GAME 60ZZZZZZZZZZZZZ,G60ZZ,1,74.30,6.69,89.16,2024-04-23 03:21:25
356,25,GAME 25ZZZZZZZZZZZZZ,G25ZZ,2,92.42,8.32,110.90,2024-04-27 15:02:57
357,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,1,91.49,8.23,109.79,2024-04-21 09:59:55
358,1,GAME 1ZZZZZZZZZZZZZZ,G1ZZZ,2,46.01,4.14,55.21,2024-04-14 06:21:01
359,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,2,0.48,0.04,0.58,2024-04-28 18:40:31
360,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,1,58.49,5.26,70.19,2024-04-23 08:47:40
361,30,GAME 30ZZZZZZZZZZZZZ,G30ZZ,2,99.22,8.93,119.06,2024-04-02 23:54:29
362,46,GAME 46ZZZZZZZZZZZZZ,G46ZZ,1,2.27,0.20,2.72,2024-04-05 01:02:28
363,27,GAME 27ZZZZZZZZZZZZZ,G27ZZ,2,8.09,0.73,9.71,2024-04-05 15:57:31
364,5,GAME 5ZZZZZZZZZZZZZZ,G5ZZZ,1,20.72,1.86,24.86,2024-04-19 03:49:32
365,21,GAME 21ZZZZZZZZZZZZZ,G21ZZ,2,18.49,1.66,22.19,2024-04-30 02:08:35
366,38,GAME 38ZZZZZZZZZZZZZ,G38ZZ,1,87.14,7.84,104.57,2024-04-19 18:39:06
367,11,GAME 11ZZZZZZZZZZZZZ,G11ZZ,2,68.35,6.15,82.02,2024-04-19 14:40:59
368,9,GAME 9ZZZZZZZZZZZZZZ,G9ZZZ,1,89.97,8.10,107.96,2024-04-11 06:07:46
369,66,GAME 66ZZZZZZZZZZZZZ,G66ZZ,2,10.05,0.90,12.06,2024-04-30 15:49:39
370,24,GAME 24ZZZZZZZZZZZZZ,G24ZZ,2,74.83,6.73,89.80,2024-04-01 16:57:08
371,57,GAME 57ZZZZZZZZZZZZZ,G57ZZ,2,39.09,3.52,46.91,2024-04-20 20:52:38
372,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,1,77.66,6.99,93.19,2024-04-09 01:45:31
373,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,1,47.92,4.31,57.50,2024-04-01 00:41:25
374,71,GAME 71ZZZZZZZZZZZZZ,G71ZZ,2,76.24,6.86,91.49,2024-04-09 20:06:34
375,38,GAME 38ZZZZZZZZZZZZZ,G38ZZ,1,73.44,6.61,88.13,2024-04-02 18:52:24
376,10,GAME 10ZZZZZZZZZZZZZ,G10ZZ,2,57.88,5.21,69.46,2024-04-22 08:05:48
377,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,2,9.35,0.84,11.22,2024-04-28 01:32:49
378,71,GAME 71ZZZZZZZZZZZZZ,G71ZZ,1,21.37,1.92,25.64,2024-04-24 21:55:19
379,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,1,43.14,3.88,51.77,2024-04-07 08:28:03
380,100,GAME 100ZZZZZZZZZZZZ,G100Z,1,85.97,7.74,103.16,2024-04-07 05:08:53
381,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,2,64.07,5.77,76.88,2024-04-17 15:16:14
382,68,GAME 68ZZZZZZZZZZZZZ,G68ZZ,1,89.54,8.06,107.45,2024-04-26 13:02:18
383,55,GAME 55ZZZZZZZZZZZZZ,G55ZZ,2,31.95,2.88,38.34,2024-04-17 04:20:34
384,34,GAME 34ZZZZZZZZZZZZZ,G34ZZ,2,1.97,0.18,2.36,2024-04-25 07:56:03
385,51,GAME 51ZZZZZZZZZZZZZ,G51ZZ,1,31.28,2.82,37.54,2024-04-27 19:39:51
386,11,GAME 11ZZZZZZZZZZZZZ,G11ZZ,2,26.39,2.38,31.67,2024-04-12 19:15:11
387,6,GAME 6ZZZZZZZZZZZZZZ,G6ZZZ,1,92.41,8.32,110.89,2024-04-30 11:06:15
388,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,1,87.40,7.87,104.88,2024-04-30 09:28:29
389,71,GAME 71ZZZZZZZZZZZZZ,G71ZZ,1,95.93,8.63,115.12,2024-04-29 08:55:16
390,67,GAME 67ZZZZZZZZZZZZZ,G67ZZ,1,25.38,2.28,30.46,2024-04-05 05:06:39
391,13,GAME 13ZZZZZZZZZZZZZ,G13ZZ,2,92.69,8.34,111.23,2024-04-24 01:18:41
392,49,GAME 49ZZZZZZZZZZZZZ,G49ZZ,1,4.62,0.42,5.54,2024-04-17 01:42:42
393,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,2,46.10,4.15,55.32,2024-04-16 15:06:55
394,80,GAME 80ZZZZZZZZZZZZZ,G80ZZ,1,60.85,5.48,73.02,2024-04-17 17:41:34
395,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,1,11.72,1.05,14.06,2024-04-19 23:23:48
396,62,GAME 62ZZZZZZZZZZZZZ,G62ZZ,1,31.87,2.87,38.24,2024-04-05 17:08:08
397,26,GAME 26ZZZZZZZZZZZZZ,G26ZZ,1,9.85,0.89,11.82,2024-04-19 03:26:17
398,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,1,41.74,3.76,50.09,2024-04-08 03:35:54
399,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,1,68.29,6.15,81.95,2024-04-12 07:22:37
400,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,1,12.08,1.09,14.50,2024-04-24 14:45:36
401,17,GAME 17ZZZZZZZZZZZZZ,G17ZZ,1,33.94,3.05,40.73,2024-04-28 02:39:21
402,92,GAME 92ZZZZZZZZZZZZZ,G92ZZ,2,8.49,0.76,10.19,2024-04-03 23:46:22
403,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,2,94.68,8.52,113.62,2024-04-04 18:47:02
404,21,GAME 21ZZZZZZZZZZZZZ,G21ZZ,2,60.38,5.43,72.46,2024-04-08 12:28:57
405,60,GAME 60ZZZZZZZZZZZZZ,G60ZZ,2,57.32,5.16,68.78,2024-04-21 23:32:08
406,67,GAME 67ZZZZZZZZZZZZZ,G67ZZ,1,21.29,1.92,25.55,2024-04-03 03:58:47
407,47,GAME 47ZZZZZZZZZZZZZ,G47ZZ,2,86.93,7.82,104.32,2024-04-24 03:14:57
408,80,GAME 80ZZZZZZZZZZZZZ,G80ZZ,2,24.50,2.21,29.40,2024-04-08 07:45:10
409,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,1,89.93,8.09,107.92,2024-04-02 10:44:40
410,80,GAME 80ZZZZZZZZZZZZZ,G80ZZ,1,85.08,7.66,102.10,2024-04-21 05:21:05
411,23,GAME 23ZZZZZZZZZZZZZ,G23ZZ,1,82.33,7.41,98.80,2024-04-30 17:42:08
412,47,GAME 47ZZZZZZZZZZZZZ,G47ZZ,2,62.87,5.66,75.44,2024-04-22 01:52:22
413,18,GAME 18ZZZZZZZZZZZZZ,G18ZZ,2,11.60,1.04,13.92,2024-04-15 11:59:59
414,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,1,25.97,2.34,31.16,2024-04-03 07:35:30
415,2,GAME 2ZZZZZZZZZZZZZZ,G2ZZZ,2,29.88,2.69,35.86,2024-04-25 23:08:53
416,47,GAME 47ZZZZZZZZZZZZZ,G47ZZ,1,97.91,8.81,117.49,2024-04-11 18:08:09
417,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,2,57.24,5.15,68.69,2024-04-22 04:00:39
418,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,2,75.03,6.75,90.04,2024-04-28 23:02:58
419,65,GAME 65ZZZZZZZZZZZZZ,G65ZZ,1,32.09,2.89,38.51,2024-04-05 06:30:46
420,64,GAME 64ZZZZZZZZZZZZZ,G64ZZ,2,16.60,1.49,19.92,2024-04-03 12:23:58
421,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,2,52.50,4.73,63.00,2024-04-10 04:01:08
422,11,GAME 11ZZZZZZZZZZZZZ,G11ZZ,1,28.08,2.53,33.70,2024-04-11 19:01:07
423,4,GAME 4ZZZZZZZZZZZZZZ,G4ZZZ,2,44.98,4.05,53.98,2024-04-07 01:03:23
424,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,2,26.80,2.41,32.16,2024-04-11 16:35:17
425,79,GAME 79ZZZZZZZZZZZZZ,G79ZZ,1,9.43,0.85,11.32,2024-04-10 18:30:04
426,12,GAME 12ZZZZZZZZZZZZZ,G12ZZ,1,35.18,3.17,42.22,2024-04-04 18:15:47
427,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,2,29.67,2.67,35.60,2024-04-19 22:22:23
428,4,GAME 4ZZZZZZZZZZZZZZ,G4ZZZ,2,36.13,3.25,43.36,2024-04-28 03:00:06
429,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,1,82.97,7.47,99.56,2024-04-14 20:53:13
430,8,GAME 8ZZZZZZZZZZZZZZ,G8ZZZ,2,30.33,2.73,36.40,2024-04-03 09:54:10
431,94,GAME 94ZZZZZZZZZZZZZ,G94ZZ,2,51.40,4.63,61.68,2024-04-05 14:00:31
432,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,2,0.40,0.04,0.48,2024-04-09 02:12:08
433,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,2,28.64,2.58,34.37,2024-04-28 11:52:49
434,3,GAME 3ZZZZZZZZZZZZZZ,G3ZZZ,1,40.19,3.62,48.23,2024-04-16 06:26:36
435,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,2,21.71,1.95,26.05,2024-04-29 11:14:38
436,69,GAME 69ZZZZZZZZZZZZZ,G69ZZ,1,90.58,8.15,108.70,2024-04-21 13:38:22
437,34,GAME 34ZZZZZZZZZZZZZ,G34ZZ,2,86.71,7.80,104.05,2024-04-10 19:15:35
438,36,GAME 36ZZZZZZZZZZZZZ,G36ZZ,1,11.56,1.04,13.87,2024-04-01 15:51:55
439,9,GAME 9ZZZZZZZZZZZZZZ,G9ZZZ,1,75.94,6.83,91.13,2024-04-09 19:36:41
440,30,GAME 30ZZZZZZZZZZZZZ,G30ZZ,1,51.22,4.61,61.46,2024-04-09 08:04:16
441,10,GAME 10ZZZZZZZZZZZZZ,G10ZZ,2,51.13,4.60,61.36,2024-04-26 22:47:28
442,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,1,69.24,6.23,83.09,2024-04-04 20:19:58
443,34,GAME 34ZZZZZZZZZZZZZ,G34ZZ,1,71.94,6.47,86.33,2024-04-23 14:13:03
444,99,GAME 99ZZZZZZZZZZZZZ,G99ZZ,1,69.19,6.23,83.03,2024-04-07 02:12:54
445,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,1,60.75,5.47,72.90,2024-04-14 04:09:14
446,68,GAME 68ZZZZZZZZZZZZZ,G68ZZ,1,60.56,5.45,72.67,2024-04-17 17:13:36
447,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,2,85.88,7.73,103.06,2024-04-18 20:58:36
448,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,2,39.02,3.51,46.82,2024-04-27 12:58:17
449,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,1,76.54,6.89,91.85,2024-04-01 21:32:32
450,89,GAME 89ZZZZZZZZZZZZZ,G89ZZ,1,58.67,5.28,70.40,2024-04-25 23:50:21
451,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,1,68.47,6.16,82.16,2024-04-05 01:21:15
452,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,2,0.91,0.08,1.09,2024-04-02 06:56:17
453,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,2,81.85,7.37,98.22,2024-04-15 17:52:40
454,50,GAME 50ZZZZZZZZZZZZZ,G50ZZ,1,84.89,7.64,101.87,2024-04-15 10:12:41
455,97,GAME 97ZZZZZZZZZZZZZ,G97ZZ,2,8.95,0.81,10.74,2024-04-15 20:15:30
456,6,GAME 6ZZZZZZZZZZZZZZ,G6ZZZ,1,38.76,3.49,46.51,2024-04-22 06:49:43
457,11,GAME 11ZZZZZZZZZZZZZ,G11ZZ,2,62.53,5.63,75.04,2024-04-20 22:19:34
458,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,2,70.07,6.31,84.08,2024-04-19 05:14:32
459,80,GAME 80ZZZZZZZZZZZZZ,G80ZZ,1,35.09,3.16,42.11,2024-04-25 04:12:50
460,74,GAME 74ZZZZZZZZZZZZZ,G74ZZ,2,58.94,5.30,70.73,2024-04-27 11:48:42
461,85,GAME 85ZZZZZZZZZZZZZ,G85ZZ,1,90.89,8.18,109.07,2024-04-12 17:04:54
462,87,GAME 87ZZZZZZZZZZZZZ,G87ZZ,1,6.91,0.62,8.29,2024-04-13 15:19:26
463,57,GAME 57ZZZZZZZZZZZZZ,G57ZZ,1,55.38,4.98,66.46,2024-04-02 21:58:42
464,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,2,25.71,2.31,30.85,2024-04-28 13:38:58
465,97,GAME 97ZZZZZZZZZZZZZ,G97ZZ,1,51.09,4.60,61.31,2024-04-30 07:08:53
466,97,GAME 97ZZZZZZZZZZZZZ,G97ZZ,1,48.51,4.37,58.21,2024-04-17 14:24:52
467,62,GAME 62ZZZZZZZZZZZZZ,G62ZZ,2,24.18,2.18,29.02,2024-04-25 10:16:28
468,74,GAME 74ZZZZZZZZZZZZZ,G74ZZ,1,6.11,0.55,7.33,2024-04-05 08:56:16
469,36,GAME 36ZZZZZZZZZZZZZ,G36ZZ,1,4.10,0.37,4.92,2024-04-25 22:06:36
470,9,GAME 9ZZZZZZZZZZZZZZ,G9ZZZ,1,84.16,7.57,100.99,2024-04-24 21:35:15
